year,genre,country
1968,"Comedy, Family",Denmark
1968,Comedy,"Italy, West Germany"
1978,"Action, Drama","Hong Kong, United States"
1968,Drama,Spain
1968,Horror,Brazil
1968,"Action, Adventure, Horror",Italy
1968,Western,Italy
1968,"Adventure, Thriller","United Kingdom, Spain, Liechtenstein, United States"
1968,Drama,United States
1969,Horror,"Spain, Italy"
1968,"Fantasy, Horror, Sci-Fi",Mexico
1969,Drama,Hungary
1968,"Crime, Drama",United States
1968,"Family, Fantasy, Musical",United States
1968,"Drama, Romance, Western",United States
1968,Drama,United Kingdom
1968,Comedy,United States
1968,Drama,United States
1973,Drama,United States
1968,"Comedy, Drama",Sweden
1968,Drama,Brazil
1968,"Comedy, Drama, Romance",United States
1967,Western,United States
1967,Drama,Canada
1969,Drama,Argentina
1968,"Biography, Comedy, Drama",United States
1969,"Drama, Musical",Hungary
1969,Drama,"France, West Germany"
1968,"Drama, History","Italy, Bulgaria"
1968,"Action, Adventure, Family",Japan
1968,"Adventure, Comedy, Romance","France, Italy"
1967,Western,"Italy, Spain"
1968,"Crime, Drama, Mystery","Italy, France"
1968,"Drama, Romance","United Kingdom, France"
1979,"Action, Drama",Hong Kong
1968,"Crime, Horror, Action",West Germany
1969,Drama,France
1968,Comedy,France
1968,Western,"Italy, France"
1968,"Comedy, Drama, Romance",Italy
1968,Comedy,United Kingdom
1968,"Drama, War",United States
1968,"Comedy, Drama",United States
1968,"Drama, Thriller",United Kingdom
1967,"Comedy, Crime, Drama","Italy, France"
1968,"Comedy, Fantasy, Musical",United States
1968,Drama,United States
1968,"Action, Drama, Thriller",United States
1968,"Adventure, War",United States
1968,Drama,United States
1969,"Action, Drama, Thriller",United States
1968,"Action, Adventure, Drama",United States
1968,Comedy,United Kingdom
1968,"Action, Drama, Thriller",Japan
1968,"Crime, Drama",Japan
1968,"Action, Drama, Thriller","United Kingdom, United States"
1968,Crime,"France, Italy"
1968,"Drama, War","France, Italy, Czech Republic"
1968,"Crime, Drama",United States
1969,"Horror, Sci-Fi",Mexico
1968,"Family, Comedy, Drama",United States
1969,Drama,United Kingdom
1968,"Comedy, Crime","United Kingdom, United States"
1968,Western,United States
1968,"Horror, Mystery",Mexico
1968,Comedy,United States
1968,"Sci-Fi, Comedy",United States
1968,"Comedy, Romance",United States
1968,"Adventure, Comedy, Crime",United States
1968,"Action, Adventure, Romance",Hong Kong
1968,"Comedy, Romance",United States
1968,"Animation, Comedy, Drama",Sweden
1968,"Adventure, Thriller",United States
1969,"Drama, Comedy",West Germany
1968,"Comedy, Drama",Yugoslavia
1968,Comedy,West Germany
1968,"Comedy, Drama",United States
1968,"Action, Adventure, Drama",United States
1969,"Drama, Mystery, Romance","United Kingdom, Italy"
1971,"Sci-Fi, Horror",Mexico
1968,"Comedy, Crime, Mystery","United Kingdom, United States"
1968,"Drama, Romance",United Kingdom
1970,"Action, Adventure","Iran, United States"
1968,Thriller,Canada
1968,"Biography, Drama, Music","United Kingdom, France"
1971,"Horror, Mystery","Mexico, United States"
1968,"Comedy, Crime","Italy, France"
1968,Drama,Sweden
1968,"Drama, Sci-Fi",France
1968,"Mystery, Thriller",United States
1968,"Comedy, Drama, Musical",United Kingdom
1968,Western,Italy
1968,Western,"Italy, West Germany"
1968,"Drama, War, Western",United States
1968,"Drama, Romance",Japan
1968,"Drama, Thriller",United States
1968,"Action, Comedy",Japan
1968,Horror,Japan
1968,"Horror, Romance",Japan
1968,"Action, Horror, Sci-Fi",Japan
1968,Drama,Japan
1968,"Adventure, Drama","Italy, West Germany, Romania"
1968,Adventure,Yugoslavia
1969,Crime,Russia
1968,"Crime, Drama",United States
1968,Drama,United States
1968,"Action, Comedy, Drama",Japan
1969,"Action, Adventure, Crime","Italy, West Germany, Thailand, United States"
1968,"Crime, Drama",United States
1968,"Horror, Sci-Fi",Japan
1968,"Comedy, Crime, Drama",Japan
1968,"Comedy, Crime, Fantasy",Japan
1968,"Action, Crime",Japan
1968,"Horror, Sci-Fi",Japan
1968,"Comedy, Crime, Drama",United States
1968,Drama,West Germany
1968,Drama,United States
1968,Drama,France
1968,"Biography, Drama, History","United Kingdom, United States"
1968,"Comedy, Musical, Romance",United States
1968,Western,"Italy, Spain"
1968,"Comedy, Crime, Drama",United States
1968,"Drama, War",United Kingdom
1968,Adventure,"United Kingdom, United States"
1969,"Drama, Thriller, War",United States
1968,"Crime, Drama, Mystery",United States
1968,Comedy,West Germany
1968,"Adventure, Horror, Sci-Fi","Philippines, United States"
1968,"Crime, Drama, Thriller",United States
1968,"Drama, Fantasy, Mystery",United Kingdom
1968,Drama,"France, Senegal"
1969,"Crime, Drama",West Germany
1968,Drama,"France, Italy, West Germany"
1968,"Crime, Horror, Romance",United States
1968,Horror,"Spain, West Germany"
1967,"Drama, History, Romance",Czech Republic
1968,"Drama, History, Western",Argentina
1968,Drama,United States
1968,"Biography, Drama, Horror","United Kingdom, United States"
1969,Drama,United States
1968,Comedy,Italy
1968,Drama,Cuba
1968,"Comedy, Western","Italy, Spain, United States"
1968,"Comedy, Fantasy, Romance","United Kingdom, United States"
1968,Comedy,Denmark
1968,"Comedy, Crime","Italy, Spain, United States"
1968,"Comedy, Family, Fantasy",Denmark
1968,"Action, Drama",United States
1968,"Action, Crime, Drama","Italy, United States"
1969,"Action, Adventure",United States
1968,Sci-Fi,United States
1968,"Western, Action","Italy, West Germany"
1968,Thriller,"Italy, West Germany"
1968,"Comedy, Musical",United Kingdom
1961,"Horror, Mystery, Thriller",Mexico
1968,"Adventure, Drama",Russia
1969,War,Russia
1968,Thriller,United States
1968,Drama,United Kingdom
1969,Comedy,Italy
1968,"Family, Comedy, Crime",United States
1968,Comedy,United States
1968,"Horror, Thriller",United States
1968,"Comedy, Crime, Drama",United States
1969,"Drama, Horror, Mystery",Spain
1967,"Action, Western",Italy
1968,Drama,Italy
1968,"Action, Adventure",Russia
1968,"Mystery, Thriller","Italy, France"
1966,"Comedy, Drama",Czech Republic
1968,Comedy,United States
1968,Drama,United Kingdom
1968,"Thriller, Western","Italy, Japan"
1968,"Family, Musical, Romance",Russia
1968,Drama,France
1968,Drama,Sweden
1968,"Drama, Family, Musical",United Kingdom
1968,"Comedy, Crime, Family",Denmark
1968,"Comedy, Drama, Family",United States
1968,"Comedy, Crime, Adventure",United Kingdom
1968,"Comedy, Crime",France
1969,"Comedy, Drama",United States
1968,"Action, Drama, Mystery",United States
1968,"Comedy, Musical, Romance",India
1967,"Comedy, Drama","Italy, France"
1968,"Comedy, Sport",United States
1969,"Drama, Horror, Musical","Italy, France"
1968,Drama,Italy
1968,Comedy,United States
1968,"Drama, Romance","United Kingdom, United States"
1968,"Action, Adventure, Comedy",United States
1968,Western,"Italy, Spain"
1968,"Adventure, Sci-Fi",United States
1969,"Adventure, Drama, War",United Kingdom
1968,"Adventure, Comedy, Western",Mexico
1968,"Sci-Fi, Thriller",United States
1968,"Comedy, Crime, Romance",United States
1968,Drama,"France, Italy"
1968,"Comedy, War",United States
1967,"Comedy, Music",United States
1968,Comedy,Italy
1968,"Mystery, Sci-Fi",United States
1968,"Comedy, Romance",United Kingdom
1968,Drama,United States
1969,Comedy,West Germany
1968,Drama,Finland
1968,"Drama, Western",Italy
1967,"Comedy, Fantasy","Italy, France"
1968,"Drama, Romance",United States
1968,"Comedy, Drama, Romance",Italy
1969,Thriller,Italy
1968,"Action, Adventure, Drama","France, Italy, Mexico"
1968,"Action, Adventure, History",Romania
1968,"Action, History",Romania
1968,"Comedy, Drama",Romania
1967,Western,"Italy, West Germany"
1966,Western,"Italy, Spain"
1968,"Adventure, Comedy, Fantasy",Italy
1968,"Adventure, Drama, Family",United States
1968,"Drama, Romance","United Kingdom, Italy"
1968,"Drama, Horror",United States
1967,Comedy,United States
1967,Thriller,"France, Italy, Greece"
1968,Comedy,Czech Republic
1968,Western,"Spain, Italy"
1968,Drama,France
1968,"Drama, Family, Romance",Denmark
1967,"Drama, History","Denmark, Iceland, Sweden"
1968,"Comedy, Thriller",India
1968,"Comedy, Crime, Thriller",United States
1968,"Drama, Romance",Japan
1968,Thriller,"Italy, Spain"
1970,"Horror, Thriller",United States
1968,"Action, Crime, Drama",United States
1969,"Biography, Drama, History",Russia
1968,"Comedy, Western",United States
1968,"Drama, Mystery",West Germany
1969,Comedy,United Kingdom
1969,"Crime, Thriller","Italy, West Germany"
1968,"Action, Mystery, Western","Italy, West Germany"
1968,"Drama, Romance","United Kingdom, United States"
1968,"Drama, Romance, Thriller",United Kingdom
1968,"Drama, Thriller",United Kingdom
1968,Comedy,United States
1968,"Comedy, War",United States
1968,Drama,Italy
1968,"Action, Thriller, Western",Italy
1968,Drama,United Kingdom
1968,"Crime, Thriller",Italy
1968,Comedy,"Italy, France"
1968,"Drama, War",United States
1968,Drama,United States
1969,"Comedy, Crime","Italy, United Kingdom"
1967,Western,Italy
1968,"Action, Adventure, Comedy",United States
1968,Western,"United Kingdom, West Germany, United States"
1968,Drama,United States
1968,"Action, Crime, Thriller",United States
1968,"Action, Drama",Hong Kong
1969,"Comedy, Drama",Japan
1968,Drama,United States
1966,Drama,United States
1970,Horror,United States
1968,Drama,Sweden
1968,Comedy,United States
1968,"Comedy, Drama, War",Russia
1968,Drama,United States
1968,"Action, Crime",United States
1968,Comedy,Denmark
1969,"Comedy, Crime, Drama",Czech Republic
1968,"Comedy, Musical",United States
1968,"Action, Crime, Drama",United States
1968,"Drama, Western","East Germany, Russia"
1968,"Biography, Comedy, Drama",United States
1968,"Comedy, Musical, Romance",United States
1968,"Drama, Romance",France
1968,"Crime, Drama",United Kingdom
1968,Comedy,"Italy, France"
1968,Drama,Spain
1968,Drama,United States
1968,"Action, Drama, War",United Kingdom
1968,"Comedy, Drama, Romance",United States
1968,Drama,United States
1968,Drama,United States
1968,"Crime, Drama, Thriller",United States
1968,"Action, Adventure","Switzerland, United States"
1968,Comedy,"France, Italy"
1968,"Drama, Mystery",Italy
1969,"Action, Adventure, Drama","Italy, Spain"
1968,Adventure,United States
1968,"Drama, Romance","Netherlands, France, West Germany, United States"
1968,"Crime, Drama","Spain, Italy, France, West Germany, United States"
1968,"Crime, Drama, Romance",United States
1968,"Horror, Thriller",United States
1968,"Comedy, Drama",United States
1968,"Animation, Action, Adventure",United Kingdom
1969,Fantasy,Romania
1968,Thriller,"West Germany, Italy, United States"
1969,"Crime, Thriller",West Germany
1969,Drama,Italy
1968,Drama,United Kingdom
1968,"Drama, Horror, Mystery","France, Italy"
1968,Drama,Chile
1968,Comedy,Spain
1968,"Adventure, Drama","West Germany, France, Italy"
1968,Adventure,United Kingdom
1968,"Drama, Thriller",United Kingdom
1968,"Drama, History, War",Finland
1968,"Comedy, Drama",Denmark
1968,Drama,France
1968,"Drama, Fantasy, Mystery","France, Belgium"
1969,Western,"France, Italy"
1968,Western,"Spain, Italy"
1967,Western,"Spain, Italy"
1967,Western,"Italy, West Germany, United States"
1968,"Drama, Thriller",United States
1970,Comedy,Italy
1968,"Comedy, Drama",Russia
1968,"Comedy, Western","Italy, Spain"
1968,"Drama, Horror",Sweden
1969,Western,"Italy, Spain"
1967,"Action, Crime, Drama","Ireland, United Kingdom, West Germany, Hong Kong, Singapore"
1968,"Adventure, Fantasy",United Kingdom
1969,Comedy,Hungary
1968,"Comedy, Drama, Family",Sweden
1967,"Comedy, Drama",France
1968,"War, Western",United States
1968,Drama,United States
1968,"Adventure, Sci-Fi",United States
1969,"Comedy, Drama",Czech Republic
1966,"Drama, History, Romance",Russia
1969,"Drama, History, Western","East Germany, Yugoslavia"
1968,Comedy,United States
1968,Comedy,United States
1968,Comedy,United States
1967,"Drama, Romance",United States
1968,Comedy,United States
1968,"Adventure, Western",Poland
1968,"Action, Drama",United States
1968,"Comedy, Drama, Music",United States
1967,"Romance, Western",United States
1968,"Western, Adventure","West Germany, Italy, Yugoslavia"
1968,"Comedy, Drama, Family",United States
1968,"Drama, War",Japan
1968,"Animation, Adventure, Comedy","United Kingdom, United States"
1968,"Drama, Romance",Russia
1968,Drama,United States
1968,"Comedy, Family",United States
1967,"Drama, Adventure, Action",Japan
1968,"Drama, Action, Adventure",Japan
1968,Comedy,Russia
1968,Drama,France
1968,"Crime, Musical",Czech Republic
1968,Comedy,Russia
1968,Comedy,West Germany
1968,"Crime, Drama",United Kingdom
1968,Comedy,Spain
1968,Western,"Spain, Italy"
1967,"Action, Adventure, Sci-Fi","Italy, West Germany, Spain, Monaco"
1969,Drama,Japan
1969,"Adventure, Romance, War",United States
1969,Drama,United States
1969,"Crime, Drama","Liechtenstein, Spain, Italy, West Germany, United Kingdom"
1969,Thriller,"Italy, West Germany"
1969,Comedy,Spain
1969,Comedy,United Kingdom
1969,"Biography, Comedy, Drama",United Kingdom
1969,"Action, Comedy",Japan
1969,"Drama, History, War",United Kingdom
1969,"Comedy, Drama, Music",United States
1970,"Comedy, Drama",United Kingdom
1966,Drama,United States
1969,"Drama, Romance, War",Yugoslavia
1968,"Adventure, Western, War","Italy, Spain"
1969,Drama,"Italy, France"
1969,"Comedy, Romance",Italy
1971,Comedy,France
1969,Drama,Norway
1969,"Comedy, Family",United States
1969,Crime,Brazil
1969,"Biography, Drama, History",United Kingdom
1969,"Drama, Romance",United States
1969,"Comedy, Drama, Romance",United States
1969,Drama,"France, Italy"
1969,Drama,Egypt
1969,"Drama, War","France, Italy"
1969,"Drama, Romance",United States
1969,"Action, Adventure, Comedy",United Kingdom
1969,"Crime, Drama, Thriller",United States
1969,"Comedy, Drama, Romance",United States
1969,"Crime, Drama","Romania, Italy"
1968,"Crime, Drama, History","France, Italy"
1969,"Action, Drama, History",Hong Kong
1969,Drama,Japan
1969,"Action, Crime, Drama",Italy
1969,"Action, Drama, History",United Kingdom
1969,"Biography, Drama",Italy
1969,"Comedy, Sci-Fi",United Kingdom
1968,"Comedy, Drama, War",United Kingdom
1969,Comedy,United Kingdom
1969,"Comedy, Drama",India
1969,Drama,United States
1969,"Thriller, Drama","Mexico, United States"
1969,"Drama, History, War","Yugoslavia, Italy, West Germany, United States"
1969,"Drama, Thriller","Italy, Monaco"
1969,"Comedy, Drama, Romance",United States
1969,"Crime, Drama, Thriller",United States
1969,"Comedy, Drama",Sweden
1970,"Drama, Horror",Spain
1970,"Drama, Thriller","France, Italy"
1969,"Animation, Comedy, Drama",United States
1969,Drama,Brazil
1969,"Action, Drama, War",United States
1970,Drama,United Kingdom
1969,"Biography, Crime, Drama",United States
1968,Western,"Italy, United States"
1969,"Comedy, Romance",United States
1969,"Drama, Romance",Italy
1969,"Comedy, Musical",United Kingdom
1970,"Action, Crime, Drama","France, Italy, West Germany, United States"
1968,Drama,Argentina
1969,Comedy,United Kingdom
1969,Comedy,United Kingdom
1969,"Action, Comedy, Drama",United States
1970,Comedy,Spain
1969,Comedy,Italy
1969,"Adventure, Comedy, Crime","France, Italy"
1969,"Biography, Crime, Drama",Chile
1969,"Action, Drama, Thriller","United Kingdom, United States"
1969,Drama,Switzerland
1969,Western,United States
1969,"Drama, Romance",United States
1969,"Biography, Drama, History",United States
1969,"Action, Comedy",United States
1970,"Drama, Romance","Switzerland, France, Italy"
1967,"Comedy, Adventure, Romance",Italy
1969,"Crime, Drama","France, Italy"
1970,Drama,France
1969,"Comedy, Fantasy",France
1969,"Comedy, Western",Italy
1970,"Sci-Fi, Thriller",United States
1968,War,"Spain, Italy"
1969,"Comedy, Drama",United States
1969,Drama,United States
1969,"Mystery, Thriller","Italy, France, West Germany"
1970,"Horror, Thriller",United Kingdom
1969,"Comedy, Crime",United Kingdom
1969,Thriller,United Kingdom
1969,Comedy,Poland
1967,Western,Italy
1969,Thriller,United States
1969,"Biography, Drama, History","West Germany, United States"
1969,Western,United States
1969,Drama,Argentina
1969,"Comedy, Crime",Russia
1970,"Crime, Thriller","France, Italy"
1969,Western,"Spain, Italy"
1969,Western,United States
1969,"Action, Crime, Drama",United States
1969,Comedy,"France, Italy"
1969,"War, Drama","Italy, Spain"
1969,"War, Drama",Italy
1969,"Action, Horror, Western",Italy
1969,"Drama, Romance",India
1968,"Drama, Horror, Mystery","Italy, France"
1969,Comedy,United States
1969,"Drama, Sport",United States
1969,"Comedy, Horror",United States
1969,"Action, Crime, Drama","France, Brazil, West Germany, United States"
1969,"Action, Fantasy",Hong Kong
1969,Drama,United States
1969,"Action, Adventure",Hong Kong
1969,"Drama, Romance",Russia
1969,"Drama, Romance, War",Russia
1969,Drama,France
1970,"Horror, Western","Italy, West Germany"
1969,"Adventure, Drama",United States
1969,"Comedy, Drama",United States
1970,"Comedy, Action, Adventure",United Kingdom
1970,"Crime, Thriller","Italy, France, West Germany"
